Vendor,Title,CVE,CVSS,Date of NVD publication,Date of vendor advisory,Used in ransomware attacks?,Summary,Date added to KEV Catalog,Vendor Advisory,Date of Known Exploitation,Threat actor,Targets,Metasploit Module,Grey Noise (#of Malicious IPs Scanning),Number of vulnerable devices,Number of impacted devices,Grey Noise Link
F5,F5 BIG-IP Configuration Utility Authentication Bypass Vulnerability,CVE-2023-46747,9.8,10/26/23,10/26/23,Unknown,F5 BIG-IP Configuration utility contains an authentication bypass using an alternate path or channel vulnerability due to undisclosed requests that may allow an unauthenticated attacker with network access to the BIG-IP system through the management port and/or self IP addresses to execute system commands. This vulnerability can be used in conjunction with CVE-2023-46748.,10/31/23,https://my.f5.com/manage/s/article/K000137353,Oct-23,"RansomHub, Lazarus Group","Commercial facilities,Transportation,Information technology,Critical manufacturing,NGO,Government,Emergency services,Food and agriculture,Communications,Healthcare,Financial services,Water and wastewater,Cryptocurrency,Military,Telecommunications,Education,Technology,Commercial facilities,Defense,Finance",Y,19,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-46747
SonicWall,SonicWall Email Security Improper Privilege Management Vulnerability,CVE-2021-20021,9.8,4/9/21,4/9/21,Known,SonicWall Email Security contains an improper privilege management vulnerability that allows an attacker to create an administrative account by sending a crafted HTTP request to the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20022 and CVE-2021-20023 to achieve privilege escalation.,11/3/21,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0007,Apr-21,UNC2682,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20021
SonicWall,SonicWall SMA100 SQL Injection Vulnerability,CVE-2019-7481,7.5,12/17/19,12/17/19,Known,SonicWall SMA100 contains a SQL injection vulnerability allowing an unauthenticated user to gain read-only access to unauthorized resources.,11/3/21,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2019-0016,Jun-21,Unknown,"Pharmaceuticals,Insurance,Individuals,Transportation,Airline,Manufacturing,Telecommunication,Legal,Construction,Retail,Education,Auto",N,12,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-7481
SonicWall,SonicWall Email Security Unrestricted Upload of File Vulnerability,CVE-2021-20022,7.2,4/9/21,4/9/21,Known,SonicWall Email Security contains an unrestricted upload of file with dangerous type vulnerability that allows a post-authenticated attacker to upload a file to the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20021 and CVE-2021-20023 to achieve privilege escalation.,11/3/21,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0008,Apr-21,UNC2682,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20022
SonicWall,SonicWall Email Security Path Traversal Vulnerability,CVE-2021-20023,4.9,4/20/21,4/20/21,Known,SonicWall Email Security contains a path traversal vulnerability that allows a post-authenticated attacker to read files on the remote host. This vulnerability has known usage in a SonicWall Email Security exploit chain along with CVE-2021-20021 and CVE-2021-20022 to achieve privilege escalation.,11/3/21,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0010,Apr-21,UNC2682,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20023
SonicWall,SonicWall SSLVPN SMA100 SQL Injection Vulnerability,CVE-2021-20016,9.8,2/4/21,1/23/21,Known,SonicWall SSLVPN SMA100 contains a SQL injection vulnerability that allows remote exploitation for credential access by an unauthenticated attacker.,11/3/21,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0001,Unknown,UNC2447,"Legal,Technology,Retail,Finance,Financial services,Manufacturing,Energy,Transportation,Airline,Education,Insurance,Construction,Telecommunication,Pharmaceuticals,Auto",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20016
SonicWall,SonicWall SMA 100 Appliances Stack-Based Buffer Overflow Vulnerability,CVE-2021-20038,9.8,12/8/21,12/7/21,Known,SonicWall SMA 100 devies are vulnerable to an unauthenticated stack-based buffer overflow vulnerability where exploitation can result in code execution.,1/28/22,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0026,Unknown,"Possible DPRK state actors, Onyx Sleet, Andariel","Government,Health care and social assistance,Utilities,Defense,Industrial,Transportation and warehousing,Healthcare,Cryptocurrency,Critical infrastructure,Public health",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20038
SonicWall,SonicWall SonicOS Buffer Overflow Vulnerability,CVE-2020-5135,9.8,10/12/20,10/12/20,Unknown,A buffer overflow vulnerability in SonicOS allows a remote attacker to cause Denial of Service (DoS) and potentially execute arbitrary code by sending a malicious request to the firewall.,3/15/22,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2020-0010,Unknown,Unknown,"Construction,Manufacturing,Auto,Education,Transportation,Retail,Pharmaceuticals,Legal,Insurance,Airline,Telecommunication",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-5135
SonicWall,SonicWall SonicOS Improper Access Control Vulnerability,CVE-2024-40766,9.8,8/23/24,8/22/24,Unknown,"SonicWall SonicOS contains an improper access control vulnerability that could lead to unauthorized resource access and, under certain conditions, may cause the firewall to crash.",9/9/24,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2024-0015,Aug-24,Akira,Unknown,N,0,?,?,https://viz.greynoise.io/query/CVE-2024-40766
SonicWall,SonicWall Secure Remote Access (SRA) SQL Injection Vulnerability,CVE-2021-20028,9.8,8/4/21,7/13/21,Known,SonicWall Secure Remote Access (SRA) products contain an improper neutralization of a SQL Command leading to SQL injection.,3/28/22,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2021-0017,Unknown,"OnyxSleet, Andariel, LockBit","Defense,Social services,Wholesale,Retail,Government,Financial,Healthcare,Utilities,Health care and social assistance,Transportation and warehousing,Education,Construction,Cryptocurrency,Manufacturing",N,13,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-20028
SonicWall,SonicWall SMA100 Directory Traversal Vulnerability,CVE-2019-7483,7.5,12/18/19,12/17/19,Unknown,"In SonicWall SMA100, an unauthenticated Directory Traversal vulnerability in the handleWAFRedirect CGI allows the user to test for the presence of a file on the server.",3/28/22,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2019-0018,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-7483
Barracuda,Barracuda Networks ESG Appliance Improper Input Validation Vulnerability,CVE-2023-2868,9.8,5/24/23,5/23/23,Unknown,"Barracuda Email Security Gateway (ESG) appliance contains an improper input validation vulnerability of a user-supplied .tar file, leading to remote command injection.",5/26/23,https://status.barracuda.com/incidents/34kx82j5n4q9,Oct-22,"UNC4841, Onxy Sleet, Witchetty, Andariel","Semiconductor,Information technology,Technology,Defense,Aerospace,Telecommunications,Manufacturing,Government,Healthcare,Foreign affairs,Trade,Biotechnology,High tech,Utilities,Transportation,Critical infrastructure,Banks,Cryptocurrency,Biotechnology,Financial services,Military,Aerospace,Academics,Education,Foreign,Energy,Food and agriculture",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-2868
Ivanti,Ivanti MobileIron Multiple Products Remote Code Execution Vulnerability,CVE-2020-15505,9.8,7/6/20,6/15/20,Unknown,"Ivanti MobileIron's Core & Connector, Sentry, and Monitor and Reporting Database (RDB) products contain an unspecified vulnerability that allows for remote code execution.",11/3/21,https://www.ivanti.com/blog/mobileiron-security-updates-available?miredirect,Oct-20,Unknown,"Government,Defense,Finance",Y,21,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-15505
Ivanti,Ivanti Pulse Connect Secure Use-After-Free Vulnerability,CVE-2021-22893,10,4/23/21,4/20/21,Known,"Ivanti Pulse Connect Secure contains a use-after-free vulnerability that allow a remote, unauthenticated attacker to execute code via license services.",11/3/21,https://www.ivanti.com/blog/pulse-connect-secure-security-update-1?psredirect,Apr-21,"UNC2630, possible PRC state actors","Defense,Aerospace,Technology,Energy,Telecommunications,High tech,Transportation,Financial,Government . Legal,Network service providers,Pharmaceuticals,Insurance,Telecommunications,Manufacturing,Auto,Construction,Retail,Education",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-22893
Ivanti,Ivanti Pulse Connect Secure Code Execution Vulnerability,CVE-2020-8243,7.2,9/30/20,September 2020,Unknown,Ivanti Pulse Connect Secure contains an unspecified vulnerability in the admin web interface that could allow an authenticated attacker to upload a custom template to perform code execution.,11/3/21,Deprecated,Aug-21,Medusa,"Finance, Banking",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8243
Ivanti,Ivanti Pulse Connect Secure Unrestricted File Upload Vulnerability,CVE-2021-22900,7.2,5/27/21,May 2021,Unknown,Ivanti Pulse Connect Secure contains an unrestricted file upload vulnerability that allows an authenticated administrator to perform a file write via a maliciously crafted archive upload in the administrator web interface.,11/3/21,Deprecated,May-21,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-22900
Ivanti,Ivanti Pulse Connect Secure Collaboration Suite Buffer Overflow Vulnerability,CVE-2021-22894,8.8,5/27/21,May 2021,Unknown,Ivanti Pulse Connect Secure Collaboration Suite contains a buffer overflow vulnerabilities that allows a remote authenticated users to execute code as the root user via maliciously crafted meeting room.,11/3/21,Deprecated,May-21,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-22894
Ivanti,Ivanti Pulse Connect Secure Code Execution Vulnerability,CVE-2020-8260,7.2,10/28/20,October 2020,Unknown,Pulse Connect Secure contains an unspecified vulnerability that allows an authenticated attacker to perform code execution using uncontrolled gzip extraction.,11/3/21,Deprecated,May-21,Medusa,"Financial,Manufacturing,Transportation,Education,Airline,Insurance,Pharmaceuticals,Banking,Retail,Auto,Construction,Telecommunication,Legal",Y,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8260
Ivanti,Ivanti Pulse Connect Secure Command Injection Vulnerability,CVE-2021-22899,8.8,5/27/21,April 2021,Unknown,Ivanti Pulse Connect Secure contains a command injection vulnerability that allows remote authenticated users to perform remote code execution via Windows File Resource Profiles.,11/3/21,Deprecated,Apr-21,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-22899
Ivanti,Ivanti Pulse Connect Secure Arbitrary File Read Vulnerability,CVE-2019-11510,10,5/8/19,April 2019,Known,Ivanti Pulse Connect Secure contains an arbitrary file read vulnerability that allows an unauthenticated remote attacker with network access via HTTPS to send a specially crafted URI.,11/3/21,Deprecated,Unknown,"Possible PRC state actors, Lazarus Group, RansomEXX, APT35","Energy,Transportation,Legal,Aerospace,Ics,Financial services,Construction,Media,Telecommunications,Insurance,Network service providers,Government,Consulting,Manufacturing,Information technology,Critical infrastructure,Travel,Financial,Telecommunication,Aviation,Auto,Defense,Airline,Electrical,Industrial,Pharmaceuticals,Chemical,Education,Retail,Healthcare,Technology",N,25,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-11510
Ivanti,Ivanti Pulse Connect Secure and Policy Secure Command Injection Vulnerability,CVE-2019-11539,7.2,4/25/19,April 2019,Known,Ivanti Pulse Connect Secure and Policy Secure allows an authenticated attacker from the admin web interface to inject and execute commands.,11/3/21,Deprecated,Unknown,Unknown,"Information technology,Government,Healthcare,Financial,Media,Insurance",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-11539
Ivanti,Ivanti Endpoint Manager Mobile Authentication Bypass Vulnerability,CVE-2023-35078,9.8,7/25/23,7/24/23,Known,"Ivanti Endpoint Manager Mobile (EPMM, previously branded MobileIron Core) contains an authentication bypass vulnerability that allows unauthenticated access to specific API paths. An attacker with access to these API paths can access personally identifiable information (PII) such as names, phone numbers, and other mobile device details for users on a vulnerable system. An attacker can also make other configuration changes including installing software and modifying security profiles on registered devices.",7/25/23,https://www.ivanti.com/blog/cve-2023-35078-new-ivanti-epmm-vulnerability,Jul-23,"Kimsuky, Onyx Sleet, Andariel, Akira, LockBit","Information technology,Accounting,Finance,Technology,Manufacturing,Construction,Healthcare,Legal,Government,Journalists,Utilities,Defense,Banks,Foreign,Technology,Transportation and warehousing,Political,Cryptocurrency,Nuclear,Critical infrastructure",N,27,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-35078
Ivanti,Ivanti Endpoint Manager Mobile (EPMM) Path Traversal Vulnerability,CVE-2023-35081,7.2,8/3/23,7/28/23,Unknown,Ivanti Endpoint Manager Mobile (EPMM) contains a path traversal vulnerability that enables an authenticated administrator to perform malicious file writes to the EPMM server. This vulnerability can be used in conjunction with CVE-2023-35078 to bypass authentication and ACLs restrictions (if applicable).,7/31/23,https://forums.ivanti.com/s/article/CVE-2023-35081-Arbitrary-File-Write?language=en_US,Jul-23,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-35081
Ivanti,Ivanti Sentry Authentication Bypass Vulnerability,CVE-2023-38035,9.8,8/21/23,8/21/23,Known,"Ivanti Sentry, formerly known as MobileIron Sentry, contains an authentication bypass vulnerability that may allow an attacker to bypass authentication controls on the administrative interface due to an insufficiently restrictive Apache HTTPD configuration.",8/22/23,https://www.ivanti.com/blog/cve-2023-38035-vulnerability-affecting-ivanti-sentry,Aug-23,Lazarus Group,"Finance,Cryptocurrency,Military,Retail",Y,4,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-38035
Ivanti,Ivanti Connect Secure and Policy Secure Authentication Bypass Vulnerability,CVE-2023-46805,8.2,1/12/24,1/10/24,Unknown,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure) and Ivanti Policy Secure gateways contain an authentication bypass vulnerability in the web component that allows an attacker to access restricted resources by bypassing control checks. This vulnerability can be leveraged in conjunction with CVE-2024-21887, a command injection vulnerability.",1/10/24,https://forums.ivanti.com/s/article/CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US,Jan-24,"UTA0178, Magnet Goblin, Gamaredon, Q-010, DragonForce, Pioneer Kitten, Fox Kitten, Lemon Sandstorm, Br0k3r, xplfinder, SideCopy, Mustang Panda","Defence,Retail,Financial,Political,Healthcare,Military,Pharmaceuticals,Critical infrastructure,Journalists,Government,Education,Technology,Financial services",Y,93,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-46805
Ivanti,Ivanti Connect Secure and Policy Secure Command Injection Vulnerability,CVE-2024-21887,9.1,1/12/24,1/10/24,Unknown,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure) and Ivanti Policy Secure contain a command injection vulnerability in the web components of these products, which can allow an authenticated administrator to send crafted requests to execute code on affected appliances. This vulnerability can be leveraged in conjunction with CVE-2023-46805, an authenticated bypass issue.",1/10/24,https://forums.ivanti.com/s/article/KB-CVE-2023-46805-Authentication-Bypass-CVE-2024-21887-Command-Injection-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure-Gateways?language=en_US,Jan-24,"UTA0178, Magnet Goblin, Harvester,  Gamaredon, Q-010, DragonForce, Pioneer Kitten, Fox Kitten, Lemon Sandstorm, Br0k3r, xplfinder, SideCopy, Mustang Panda","Healthcare,Military,Retail,Technology,Pharmaceuticals,Education,Journalists,Defence,Financial services,Government,Financial,Political,Critical infrastructure",Y,93,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2024-21887
Ivanti,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core Authentication Bypass Vulnerability,CVE-2023-35082,9.8,8/15/23,8/2/23,Known,Ivanti Endpoint Manager Mobile (EPMM) and MobileIron Core contain an authentication bypass vulnerability that allows unauthorized users to access restricted functionality or resources of the application.,1/18/24,https://forums.ivanti.com/s/article/CVE-2023-35082-Remote-Unauthenticated-API-Access-Vulnerability-in-MobileIron-Core-11-2-and-older?language=en_US,Unknown,Unknown,Unknown,N,27,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-35082
Ivanti,"Ivanti Connect Secure, Policy Secure, and Neurons Server-Side Request Forgery (SSRF) Vulnerability",CVE-2024-21893,8.2,1/31/24,1/22/24,Unknown,"Ivanti Connect Secure (ICS, formerly known as Pulse Connect Secure), Ivanti Policy Secure, and Ivanti Neurons contain a server-side request forgery (SSRF) vulnerability in the SAML component that allows an attacker to access certain restricted resources without authentication.",1/31/24,https://forums.ivanti.com/s/article/CVE-2024-21888-Privilege-Escalation-for-Ivanti-Connect-Secure-and-Ivanti-Policy-Secure?language=en_US,Jan-24,"UTA0178, Magnet Goblin, Harvester,  Gamaredon, Q-010, DragonForce, Pioneer Kitten, Fox Kitten, Lemon Sandstorm, Br0k3r, xplfinder, SideCopy, Mustang Panda","Financial services,Telecommunications,Pharmaceuticals,Retail,Critical infrastructure,Ngo,Defence,Military,Technology,Education,Healthcare,Political,Journalists,Financial,Government",Y,9,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2024-21893
Ivanti,Ivanti Endpoint Manager Cloud Service Appliance (EPM CSA) Code Injection Vulnerability ,CVE-2021-44529,9.8,12/8/21,12/2/21,Unknown,Ivanti Endpoint Manager Cloud Service Appliance (EPM CSA) contains a code injection vulnerability that allows an unauthenticated user to execute malicious code with limited permissions (nobody).,3/25/24,https://forums.ivanti.com/s/article/SA-2021-12-02?language=en_US,Unknown,Unknown,Unknown,Y,21,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-44529
Ivanti,Ivanti Pulse Connect Secure Code Injection Vulnerability,CVE-2020-8218,7.2,7/30/20,July 2020,Unknown,A code injection vulnerability exists in Pulse Connect Secure that allows an attacker to crafted a URI to perform an arbitrary code execution via the admin web interface.,3/7/22,Deprecated,Unknown,Unknown,Individuals,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8218
Citrix,Citrix StoreFront Server XML External Entity (XXE) Processing Vulnerability,CVE-2019-13608,7.5,8/29/19,8/20/19,Known,Citrix StoreFront Server contains an XML External Entity (XXE) processing vulnerability that may allow an unauthenticated attacker to retrieve potentially sensitive information.,11/3/21,https://support.citrix.com/s/article/CTX251988-cve201913608-xml-external-entity-xxe-processing-vulnerability-in-citrix-storefront-server?language=en_US,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-13608
Citrix,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Authorization Bypass Vulnerability",CVE-2020-8193,6.5,7/10/20,7/7/20,Unknown,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an authorization bypass vulnerability that may allow unauthenticated access to certain URL endpoints. The attacker must have access to the NetScaler IP (NSIP) in order to perform exploitation.",11/3/21,https://support.citrix.com/s/article/CTX276688-citrix-application-delivery-controller-citrix-gateway-and-citrix-sdwan-wanop-appliance-security-update?language=en_US,Unknown,Medusa,"Defense,Government,Banking,Financial,Individuals",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8193
Citrix,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",CVE-2020-8195,6.5,7/10/20,7/7/20,Unknown,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an information disclosure vulnerability.",11/3/21,https://support.citrix.com/s/article/CTX276688-citrix-application-delivery-controller-citrix-gateway-and-citrix-sdwan-wanop-appliance-security-update?language=en_US,Unknown,Medusa,"Insurance,Legal,Construction,Financial,Manufacturing,Transportation,Pharmaceuticals,Individuals,Retail,Banking,Telecommunication,Education,Airline,Auto,Defense,Government",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8195
Citrix,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Information Disclosure Vulnerability",CVE-2020-8196,4.3,7/10/20,7/7/20,Unknown,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an information disclosure vulnerability.",11/3/21,https://support.citrix.com/s/article/CTX276688-citrix-application-delivery-controller-citrix-gateway-and-citrix-sdwan-wanop-appliance-security-update?language=en_US,Unknown,Medusa,"Education,Banking,Telecommunication,Auto,Insurance,Transportation,Pharmaceuticals,Individuals,Retail,Financial,Construction,Legal,Manufacturing,Airline,Defense,Government",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2020-8196
Citrix,"Citrix ADC, Gateway, and SD-WAN WANOP Appliance Code Execution Vulnerability",CVE-2019-19781,9.8,12/27/19,December 2019,Known,"Citrix ADC, Citrix Gateway, and multiple Citrix SD-WAN WANOP appliance models contain an unspecified vulnerability that could allow an unauthenticated attacker to perform code execution.",11/3/21,Unavailabe,May-20,"UNC961, possible PRC state actors, RansomEXX, Lazarus Group, Lemon Sandstorm","Aerospace,Manufacturing,Industrial,Consulting,Healthcare,Critical infrastructure,Information technology,Chemical,Government,Network service providers,Financial,Education,Telecommunications,Financial services,Aviation,Ics,Insurance,Defense,Finance,Retail,Media,Technology,Travel",Y,458,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-19781
Citrix,Citrix Workspace Application and Receiver for Windows Remote Code Execution Vulnerability,CVE-2019-11634,9.8,5/22/19,5/13/19,Known,Citrix Workspace Application and Receiver for Windows contains remote code execution vulnerability resulting from local drive access preferences not being enforced into the clients' local drives.,11/3/21,https://support.citrix.com/s/article/CTX251986-cve201911634-remote-code-execution-vulnerability-in-citrix-workspace-app-and-receiver-for-windows?language=en_US,Unknown,Unknown,"Retail,Airline,Telecommunication,Insurance,Legal,Manufacturing,Construction,Pharmaceuticals,Education,Transportation,Auto",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-11634
Citrix,Citrix ShareFile Improper Access Control Vulnerability,CVE-2021-22941,9.8,9/23/21,August 2021,Known,Improper Access Control in Citrix ShareFile storage zones controller may allow an unauthenticated attacker to remotely compromise the storage zones controller.,3/25/22,Unavailabe,Jan-22,Gold Melody,Individuals,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2021-22941
Citrix,Citrix SD-WAN and NetScaler Command Injection Vulnerability,CVE-2019-12991,8.8,7/16/19,7/10/19,Unknown,Authenticated Command Injection in Citrix SD-WAN Appliance and NetScaler SD-WAN Appliance.,3/25/22,https://support.citrix.com/s/article/CTX251987-citrix-sdwan-multiple-security-updates?language=en_US,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-12991
Citrix,Citrix SD-WAN and NetScaler SQL Injection Vulnerability,CVE-2019-12989,9.8,7/16/19,7/10/19,Unknown,Citrix SD-WAN and NetScaler SD-WAN allow SQL Injection.,3/25/22,https://support.citrix.com/s/article/CTX251987-citrix-sdwan-multiple-security-updates?language=en_US,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2019-12989
Citrix,Citrix Multiple Products Remote Code Execution Vulnerability,CVE-2017-6316,9.8,7/20/17,Unknown,Unknown,"A vulnerability has been identified in the management interface of Citrix NetScaler SD-WAN Enterprise and Standard Edition and Citrix CloudBridge Virtual WAN Edition that could result in an unauthenticated, remote attacker being able to execute arbitrary code as a root user. This vulnerability also affects XenMobile Server.",3/25/22,Unavailabe,Unknown,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2017-6316
Citrix,Citrix Application Delivery Controller (ADC) and Gateway Authentication Bypass Vulnerability,CVE-2022-27518,9.8,12/13/22,12/13/22,Unknown,"Citrix Application Delivery Controller (ADC) and Gateway, when configured with SAML SP or IdP configuration, contain an authentication bypass vulnerability that allows an attacker to execute code as administrator.",12/13/22,https://support.citrix.com/s/article/CTX474995-citrix-adc-and-citrix-gateway-security-bulletin-for-cve202227518?language=en_US,Dec-22,"UNC2630, APT5","Telecommunications,Satellite communications,Government",N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2022-27518
Citrix,Citrix NetScaler ADC and NetScaler Gateway Code Injection Vulnerability,CVE-2023-3519,9.8,7/19/23,7/18/23,Known,Citrix NetScaler ADC and NetScaler Gateway contains a code injection vulnerability that allows for unauthenticated remote code execution.,7/19/23,https://support.citrix.com/s/article/CTX561482-citrix-adc-and-citrix-gateway-security-bulletin-for-cve20233519-cve20233466-cve20233467?language=en_US,Jul-23,"RansomHub, Onyx Sleet, Lemon Sandstorm, Tulach, Lazarus Group, NSO Group, Andariel, Pioneer Kitten, Fox Kitten, Br0k3r, xplfinder, FIN8","Water and wastewater,Communications,Commercial facilities,Healthcare,Government,Information technology,Food and agriculture,Emergency services,Financial services,Critical manufacturing,Transportation,Education,Retail,Health care and social assistance,Logistics,Financial services,Defense,Manufacturing,Technology,Emergency services,Civil society,Military,Utilities,Hospitality,Finance,Cryptocurrency",Y,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-3519
Citrix,Citrix Content Collaboration ShareFile Improper Access Control Vulnerability,CVE-2023-24489,9.8,7/10/23,June 2023,Unknown,Citrix Content Collaboration contains an improper access control vulnerability that could allow an unauthenticated attacker to remotely compromise customer-managed ShareFile storage zones controllers.,8/16/23,Unavailabe,Aug-23,Unknown,Unknown,N,0,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-24489
Citrix,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,CVE-2023-4966,7.5,10/10/23,10/10/23,Known,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for sensitive information disclosure when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",10/18/23,https://support.citrix.com/s/article/CTX579459-netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20234966-and-cve20234967?language=en_US,Oct-23,"LockBit, Noberus, Cl0p, Berserk Bear, Mustang Panda, NSO Group","Technology,Food,Construction,Finance - insurance sector,Education,Healthcare,Civilian society,Electronics,Hospitality,Manufacturing,Services,Media,Retail,Telecommunications,Immigration,Government,Civil society,Chemical,Finance,Patients,Logistics",Y,30,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-4966
Citrix,Citrix NetScaler ADC and NetScaler Gateway Buffer Overflow Vulnerability,CVE-2023-6549,7.5,1/17/24,1/16/24,Unknown,"Citrix NetScaler ADC and NetScaler Gateway contain a buffer overflow vulnerability that allows for a denial-of-service when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA virtual server.",1/17/24,https://support.citrix.com/s/article/CTX584986-netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20236548-and-cve20236549?language=en_US,Jan-24,Unknown,Healthcare,N,6,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-6549
Citrix,Citrix NetScaler ADC and NetScaler Gateway Code Injection Vulnerability,CVE-2023-6548,8.8,1/17/24,1/16/24,Unknown,"Citrix NetScaler ADC and NetScaler Gateway contain a code injection vulnerability that allows for authenticated remote code execution on the management interface with access to NSIP, CLIP, or SNIP.",1/17/24,https://support.citrix.com/s/article/CTX584986-netscaler-adc-and-netscaler-gateway-security-bulletin-for-cve20236548-and-cve20236549?language=en_US,Jan-24,Unknown,Healthcare,N,6,?,?,https://viz.greynoise.io/query/%0A%20%20CVE-2023-6548
